logT,Absolute Mag,B-V,Predicted_SpT
3.9,2.61,0.31,F
3.847,2.63,0.45,F
3.918,2.66,0.27,F
3.613,2.68,1.52,K
3.865,2.68,0.4,F
3.825,2.68,0.52,F
3.682,2.7,1.18,K
3.841,2.7,0.47,F
3.862,2.71,0.41,F
3.862,2.71,0.41,F
3.862,2.71,0.41,F
3.798,2.75,0.61,F
3.945,2.76,0.21,A
3.8,2.76,0.6,F
3.909,2.77,0.29,F
3.963,2.78,0.18,A
3.994,2.78,0.13,A
3.786,2.78,0.66,F
3.877,2.78,0.37,F
3.869,2.8,0.39,F
3.896,2.81,0.32,F
3.822,2.81,0.53,F
3.738,2.82,0.88,G
3.914,2.82,0.28,F
3.822,2.82,0.53,F
3.828,2.84,0.51,F
3.789,2.84,0.65,F
3.775,2.86,0.71,F
3.888,2.86,0.34,F
3.822,2.87,0.53,F
3.841,2.89,0.47,F
3.841,2.89,0.47,F
3.841,2.89,0.47,F
3.881,2.89,0.36,F
3.847,2.9,0.45,F
3.847,2.9,0.45,F
3.847,2.9,0.45,F
3.877,2.9,0.37,F
4.075,2.9,0.05,A
3.761,2.9,0.77,G
3.793,2.92,0.63,F
3.816,2.94,0.55,F
3.95,2.95,0.2,A
3.768,2.95,0.74,G
3.714,2.95,1.01,K
3.892,2.96,0.33,F
3.844,2.96,0.46,F
3.844,2.96,0.46,F
3.844,2.96,0.46,F
3.881,2.98,0.36,F
3.803,2.98,0.59,F
3.844,2.98,0.46,F
3.844,2.98,0.46,F
3.844,2.98,0.46,F
3.888,2.99,0.34,F
3.686,2.99,1.16,K
3.803,3.01,0.59,F
3.825,3.01,0.52,F
3.786,3.02,0.66,F
3.694,3.03,1.12,K
3.795,3.04,0.62,F
3.8,3.05,0.6,F
3.793,3.06,0.63,F
3.892,3.06,0.33,F
3.761,3.06,0.77,G
3.85,3.07,0.44,F
3.847,3.07,0.45,F
3.888,3.08,0.34,F
3.623,3.08,1.47,K
3.877,3.09,0.37,F
3.837,3.1,0.48,F
3.837,3.1,0.48,F
3.837,3.1,0.48,F
3.795,3.11,0.62,F
3.828,3.11,0.51,F
3.828,3.11,0.51,F
3.828,3.11,0.51,F
3.784,3.11,0.67,F
3.8,3.12,0.6,F
3.746,3.13,0.84,G
3.847,3.14,0.45,F
3.862,3.15,0.41,F
3.819,3.15,0.54,F
3.819,3.15,0.54,F
3.819,3.15,0.54,F
3.731,3.15,0.91,G
3.909,3.16,0.29,F
3.782,3.16,0.68,F
3.888,3.16,0.34,F
3.819,3.16,0.54,F
3.819,3.16,0.54,F
3.819,3.16,0.54,F
3.764,3.17,0.76,G
3.806,3.17,0.58,F
3.862,3.17,0.41,F
3.918,3.17,0.27,F
3.791,3.19,0.64,F
3.945,3.19,0.21,F
3.819,3.2,0.54,F
3.819,3.2,0.54,F
3.819,3.2,0.54,F
3.828,3.22,0.51,F
3.828,3.22,0.51,F
3.828,3.22,0.51,F
3.854,3.23,0.43,F
3.816,3.24,0.55,F
3.816,3.24,0.55,F
3.816,3.24,0.55,F
3.775,3.25,0.71,G
3.837,3.25,0.48,F
3.761,3.25,0.77,G
3.777,3.26,0.7,G
3.791,3.26,0.64,F
3.822,3.27,0.53,F
3.822,3.27,0.53,F
3.822,3.27,0.53,F
3.775,3.28,0.71,G
3.806,3.29,0.58,F
3.752,3.3,0.81,G
3.784,3.3,0.67,G
3.795,3.3,0.62,F
3.831,3.3,0.5,F
3.841,3.33,0.47,F
3.881,3.33,0.36,F
3.822,3.34,0.53,F
3.822,3.34,0.53,F
3.822,3.34,0.53,F
3.854,3.35,0.43,F
3.85,3.35,0.44,F
3.822,3.37,0.53,F
3.822,3.37,0.53,F
3.822,3.37,0.53,F
3.877,3.39,0.37,F
3.806,3.4,0.58,F
3.806,3.4,0.58,F
3.806,3.4,0.58,F
3.822,3.4,0.53,F
3.822,3.4,0.53,F
3.822,3.4,0.53,F
3.873,3.43,0.38,F
3.816,3.43,0.55,F
3.816,3.43,0.55,F
3.816,3.43,0.55,F
3.914,3.47,0.28,F
3.844,3.48,0.46,F
3.837,3.48,0.48,F
3.896,3.5,0.32,F
3.877,3.52,0.37,F
3.791,3.52,0.64,G
3.816,3.52,0.55,F
3.816,3.52,0.55,F
3.816,3.52,0.55,F
3.844,3.55,0.46,F
3.816,3.59,0.55,F
3.854,3.67,0.43,F
3.793,3.7,0.63,G
3.793,3.7,0.63,G
3.793,3.7,0.63,G
3.777,4.09,0.7,G
3.777,4.09,0.7,G
3.777,4.09,0.7,G
3.816,4.48,0.55,G
3.739,4.95,0.87,G
3.739,4.95,0.87,G
3.739,4.95,0.87,G
3.588,-0.27,1.77,K
3.649,-0.21,1.49,K
3.649,-0.21,1.49,K
3.649,-0.21,1.49,K
3.708,-0.18,1.19,G
3.708,-0.18,1.19,G
3.708,-0.18,1.19,G
3.617,-0.07,1.64,K
3.617,-0.07,1.64,K
3.617,-0.07,1.64,K
3.834,-0.01,0.63,G
3.664,0.09,1.41,K
3.664,0.09,1.41,K
3.664,0.09,1.41,K
3.633,0.18,1.56,K
3.633,0.18,1.56,K
3.633,0.18,1.56,K
3.66,0.19,1.43,K
3.66,0.19,1.43,K
3.66,0.19,1.43,K
3.674,0.4,1.36,K
3.674,0.4,1.36,K
3.674,0.4,1.36,K
3.731,0.65,1.07,K
3.698,0.66,1.24,K
3.698,0.66,1.24,K
3.698,0.66,1.24,K
3.914,0.68,0.42,A
3.721,0.73,1.12,K
3.702,0.84,1.22,K
3.694,0.95,1.26,K
3.721,1.0,1.12,K
3.733,1.0,1.06,K
3.744,1.03,1.0,K
3.723,1.04,1.11,K
3.694,1.11,1.26,K
3.71,1.11,1.18,K
3.69,1.13,1.28,K
3.888,1.13,0.48,F
3.7,1.16,1.23,K
3.684,1.17,1.31,K
3.684,1.17,1.31,K
3.684,1.17,1.31,K
3.717,1.17,1.14,K
3.698,1.2,1.24,K
3.721,1.21,1.12,K
3.688,1.23,1.29,K
3.69,1.24,1.28,K
3.715,1.24,1.15,K
3.696,1.27,1.25,K
3.71,1.28,1.18,K
3.71,1.28,1.18,K
3.698,1.29,1.24,K
3.696,1.33,1.25,K
3.65,1.33,1.48,K
3.65,1.33,1.48,K
3.65,1.33,1.48,K
3.696,1.34,1.25,K
3.696,1.35,1.25,K
3.698,1.35,1.24,K
3.68,1.36,1.33,K
3.854,1.38,0.57,A
3.721,1.39,1.12,K
3.712,1.41,1.17,K
3.696,1.41,1.25,K
3.7,1.41,1.23,K
3.694,1.41,1.26,K
3.692,1.42,1.27,K
3.69,1.43,1.28,K
3.71,1.43,1.18,K
3.623,1.44,1.61,K
3.688,1.47,1.29,K
3.694,1.53,1.26,K
3.713,1.61,1.16,K
3.735,1.63,1.05,K
3.717,1.69,1.14,K
3.682,1.73,1.32,K
3.854,1.84,0.57,A
3.708,1.84,1.19,K
3.694,1.92,1.26,K
3.737,2.07,1.04,K
3.713,2.1,1.16,K
3.764,2.14,0.9,K
3.729,2.17,1.08,K
3.712,2.18,1.17,K
3.717,2.2,1.14,K
3.717,2.25,1.14,K
3.69,2.26,1.28,K
3.798,2.27,0.75,F
3.731,2.28,1.07,K
3.715,2.32,1.15,K
3.638,2.36,1.54,K
3.674,2.38,1.36,K
3.877,2.41,0.51,F
3.766,2.42,0.89,K
3.717,2.42,1.14,K
3.892,2.42,0.47,F
3.773,2.44,0.86,G
3.723,2.45,1.11,K
3.751,2.47,0.96,K
3.847,2.48,0.59,F
3.766,2.49,0.89,K
3.777,2.53,0.84,G
3.725,2.53,1.1,K
3.7,2.54,1.23,K
3.798,2.55,0.75,F
3.956,2.58,0.33,F
3.844,2.59,0.6,F
3.777,2.65,0.84,G
3.798,2.68,0.75,F
3.713,2.68,1.16,K
3.809,2.74,0.71,F
3.825,2.74,0.66,F
3.822,2.75,0.67,F
3.825,2.77,0.66,F
3.822,2.77,0.67,F
3.85,2.83,0.58,F
3.819,2.84,0.68,F
3.819,2.84,0.68,F
3.791,2.86,0.78,G
3.854,2.87,0.57,F
3.798,2.89,0.75,F
3.819,2.9,0.68,F
3.789,2.91,0.79,G
3.858,2.91,0.56,F
3.825,2.92,0.66,F
3.847,2.93,0.59,F
3.834,2.93,0.63,F
3.813,2.93,0.7,F
3.809,2.95,0.71,F
3.831,2.95,0.64,F
3.85,2.97,0.58,F
3.806,2.98,0.72,F
3.822,2.98,0.67,F
3.844,2.99,0.6,F
3.798,2.99,0.75,G
3.806,2.99,0.72,F
3.834,3.0,0.63,F
3.825,3.01,0.66,F
3.847,3.01,0.59,F
3.834,3.02,0.63,F
3.819,3.02,0.68,F
3.873,3.02,0.52,F
3.795,3.04,0.76,G
3.819,3.05,0.68,F
3.803,3.06,0.73,G
3.822,3.07,0.67,F
3.847,3.08,0.59,F
3.813,3.08,0.7,F
3.844,3.08,0.6,F
3.828,3.09,0.65,F
3.819,3.09,0.68,F
3.813,3.1,0.7,F
3.819,3.1,0.68,F
3.822,3.1,0.67,F
3.809,3.11,0.71,G
3.841,3.11,0.61,F
3.828,3.12,0.65,F
3.822,3.13,0.67,F
3.828,3.13,0.65,F
3.834,3.15,0.63,F
3.841,3.15,0.61,F
3.841,3.15,0.61,F
3.831,3.16,0.64,F
3.825,3.16,0.66,F
3.8,3.16,0.74,G
3.831,3.16,0.64,F
3.8,3.17,0.74,G
3.831,3.17,0.64,F
3.828,3.18,0.65,F
3.837,3.19,0.62,F
3.841,3.19,0.61,F
3.837,3.2,0.62,F
3.844,3.22,0.6,F
3.844,3.22,0.6,F
3.844,3.22,0.6,F
3.834,3.22,0.63,F
3.834,3.22,0.63,F
3.822,3.22,0.67,F
3.822,3.22,0.67,F
3.831,3.24,0.64,F
3.819,3.24,0.68,F
3.831,3.24,0.64,F
3.841,3.24,0.61,F
3.841,3.24,0.61,F
3.841,3.24,0.61,F
3.828,3.26,0.65,F
3.825,3.26,0.66,F
3.8,3.27,0.74,G
3.831,3.28,0.64,F
3.837,3.29,0.62,F
3.837,3.29,0.62,F
3.837,3.29,0.62,F
3.825,3.3,0.66,F
3.834,3.3,0.63,F
3.825,3.3,0.66,F
3.786,3.3,0.8,G
3.854,3.3,0.57,F
3.841,3.3,0.61,F
3.841,3.3,0.61,F
3.841,3.3,0.61,F
3.834,3.3,0.63,F
3.828,3.31,0.65,F
3.806,3.31,0.72,G
3.841,3.32,0.61,F
3.841,3.32,0.61,F
3.841,3.32,0.61,F
3.841,3.32,0.61,F
3.841,3.32,0.61,F
3.841,3.32,0.61,F
3.837,3.32,0.62,F
3.837,3.32,0.62,F
3.837,3.32,0.62,F
3.825,3.33,0.66,F
3.837,3.33,0.62,F
3.837,3.33,0.62,F
3.837,3.33,0.62,F
3.777,3.336,0.84,G
3.85,3.34,0.58,F
3.822,3.34,0.67,G
3.828,3.34,0.65,F
3.831,3.35,0.64,F
3.831,3.35,0.64,F
3.816,3.35,0.69,G
3.847,3.35,0.59,F
3.847,3.35,0.59,F
3.847,3.35,0.59,F
3.8,3.35,0.74,G
3.816,3.36,0.69,G
3.822,3.36,0.67,G
3.834,3.36,0.63,F
3.834,3.36,0.63,F
3.834,3.36,0.63,F
3.831,3.36,0.64,F
3.837,3.36,0.62,F
3.837,3.36,0.62,F
3.837,3.36,0.62,F
3.809,3.36,0.71,G
3.825,3.36,0.66,F
3.809,3.37,0.71,G
3.831,3.37,0.64,F
3.831,3.37,0.64,F
3.831,3.37,0.64,F
3.834,3.37,0.63,F
3.834,3.37,0.63,F
3.834,3.37,0.63,F
3.834,3.38,0.63,F
3.834,3.38,0.63,F
3.834,3.38,0.63,F
3.822,3.38,0.67,G
3.837,3.39,0.62,F
3.837,3.39,0.62,F
3.837,3.39,0.62,F
3.828,3.39,0.65,F
3.834,3.39,0.63,F
3.834,3.39,0.63,F
3.834,3.39,0.63,F
3.831,3.39,0.64,F
3.831,3.39,0.64,F
3.831,3.39,0.64,F
3.841,3.39,0.61,F
3.841,3.39,0.61,F
3.841,3.39,0.61,F
3.809,3.39,0.71,G
3.816,3.4,0.69,G
3.831,3.4,0.64,F
3.831,3.4,0.64,F
3.831,3.4,0.64,F
3.841,3.41,0.61,F
3.841,3.41,0.61,F
3.841,3.41,0.61,F
3.847,3.41,0.59,F
3.819,3.41,0.68,G
3.828,3.41,0.65,F
3.816,3.41,0.69,G
3.837,3.41,0.62,F
3.837,3.41,0.62,F
3.837,3.41,0.62,F
3.844,3.42,0.6,F
3.844,3.42,0.6,F
3.844,3.42,0.6,F
3.841,3.42,0.61,F
3.841,3.42,0.61,F
3.841,3.42,0.61,F
3.825,3.42,0.66,G
3.837,3.42,0.62,F
3.837,3.42,0.62,F
3.837,3.42,0.62,F
3.825,3.43,0.66,G
3.803,3.43,0.73,G
3.822,3.43,0.67,G
3.841,3.43,0.61,F
3.841,3.43,0.61,F
3.841,3.43,0.61,F
3.813,3.44,0.7,G
3.825,3.44,0.66,G
3.85,3.44,0.58,F
3.85,3.44,0.58,F
3.825,3.44,0.66,G
3.828,3.44,0.65,F
3.828,3.44,0.65,F
3.828,3.44,0.65,F
3.841,3.45,0.61,F
3.841,3.45,0.61,F
3.841,3.45,0.61,F
3.858,3.45,0.56,F
3.85,3.45,0.58,F
3.828,3.46,0.65,G
3.828,3.46,0.65,G
3.828,3.46,0.65,G
3.844,3.46,0.6,F
3.834,3.46,0.63,F
3.834,3.46,0.63,F
3.834,3.46,0.63,F
3.841,3.46,0.61,F
3.841,3.46,0.61,F
3.841,3.46,0.61,F
3.837,3.46,0.62,F
3.837,3.46,0.62,F
3.837,3.46,0.62,F
3.85,3.46,0.58,F
3.844,3.47,0.6,F
3.85,3.47,0.58,F
3.831,3.47,0.64,F
3.831,3.47,0.64,F
3.831,3.47,0.64,F
3.844,3.48,0.6,F
3.822,3.48,0.67,G
3.837,3.51,0.62,F
3.837,3.51,0.62,F
3.837,3.51,0.62,F
3.834,3.51,0.63,F
3.834,3.51,0.63,F
3.834,3.51,0.63,F
3.858,3.51,0.56,F
3.844,3.51,0.6,F
3.825,3.51,0.66,G
3.825,3.51,0.66,G
3.825,3.51,0.66,G
3.844,3.51,0.6,F
3.828,3.51,0.65,G
3.828,3.51,0.65,G
3.828,3.51,0.65,G
3.837,3.52,0.62,F
3.837,3.52,0.62,F
3.837,3.52,0.62,F
3.806,3.52,0.72,G
3.847,3.52,0.59,F
3.837,3.52,0.62,F
3.837,3.52,0.62,F
3.837,3.52,0.62,F
3.841,3.53,0.61,F
3.786,3.53,0.8,G
3.834,3.54,0.63,F
3.834,3.54,0.63,F
3.834,3.54,0.63,F
3.831,3.54,0.64,F
3.831,3.54,0.64,F
3.831,3.54,0.64,F
3.803,3.54,0.73,G
3.828,3.55,0.65,G
3.828,3.55,0.65,G
3.828,3.55,0.65,G
3.834,3.55,0.63,F
3.834,3.55,0.63,F
3.834,3.55,0.63,F
3.831,3.56,0.64,G
3.831,3.56,0.64,G
3.831,3.56,0.64,G
3.831,3.56,0.64,G
3.831,3.56,0.64,G
3.831,3.56,0.64,G
3.841,3.57,0.61,F
3.809,3.57,0.71,G
3.784,3.58,0.81,G
3.8,3.58,0.74,G
3.828,3.6,0.65,G
3.828,3.6,0.65,G
3.828,3.6,0.65,G
3.85,3.6,0.58,F
3.782,3.6,0.82,G
3.837,3.6,0.62,F
3.816,3.61,0.69,G
3.819,3.62,0.68,G
3.819,3.62,0.68,G
3.819,3.62,0.68,G
3.834,3.62,0.63,F
3.841,3.63,0.61,F
3.786,3.63,0.8,G
3.828,3.63,0.65,G
3.828,3.63,0.65,G
3.828,3.63,0.65,G
3.828,3.64,0.65,G
3.828,3.64,0.65,G
3.828,3.64,0.65,G
3.719,3.64,1.11,K
3.847,3.64,0.59,F
3.831,3.64,0.64,G
3.831,3.64,0.64,G
3.831,3.64,0.64,G
3.831,3.65,0.64,G
3.831,3.65,0.64,G
3.831,3.65,0.64,G
3.834,3.65,0.63,G
3.828,3.65,0.65,G
3.828,3.65,0.65,G
3.828,3.65,0.65,G
3.844,3.65,0.6,F
3.834,3.65,0.63,G
3.841,3.65,0.61,F
3.85,3.65,0.58,F
3.837,3.66,0.62,F
3.834,3.66,0.63,G
3.834,3.66,0.63,G
3.847,3.66,0.59,F
3.831,3.66,0.64,G
3.831,3.66,0.64,G
3.831,3.66,0.64,G
3.803,3.67,0.73,G
3.816,3.67,0.69,G
3.816,3.67,0.69,G
3.816,3.67,0.69,G
3.828,3.67,0.65,G
3.828,3.67,0.65,G
3.828,3.67,0.65,G
3.777,3.67,0.84,G
3.806,3.67,0.72,G
3.831,3.68,0.64,G
3.844,3.68,0.6,F
3.844,3.69,0.6,F
3.828,3.69,0.65,G
3.828,3.69,0.65,G
3.828,3.69,0.65,G
3.806,3.7,0.72,G
3.809,3.7,0.71,G
3.822,3.7,0.67,G
3.822,3.7,0.67,G
3.822,3.7,0.67,G
3.834,3.7,0.63,G
3.8,3.7,0.74,G
3.837,3.7,0.62,F
3.825,3.7,0.66,G
3.825,3.7,0.66,G
3.825,3.7,0.66,G
3.816,3.71,0.69,G
3.816,3.71,0.69,G
3.816,3.71,0.69,G
3.803,3.71,0.73,G
3.816,3.71,0.69,G
3.816,3.71,0.69,G
3.816,3.71,0.69,G
3.822,3.71,0.67,G
3.822,3.71,0.67,G
3.822,3.71,0.67,G
3.8,3.72,0.74,G
3.813,3.72,0.7,G
3.813,3.72,0.7,G
3.813,3.72,0.7,G
3.831,3.72,0.64,G
3.803,3.73,0.73,G
3.822,3.73,0.67,G
3.822,3.73,0.67,G
3.822,3.73,0.67,G
3.847,3.73,0.59,F
3.819,3.74,0.68,G
3.819,3.74,0.68,G
3.819,3.74,0.68,G
3.819,3.74,0.68,G
3.819,3.74,0.68,G
3.819,3.74,0.68,G
3.819,3.74,0.68,G
3.819,3.74,0.68,G
3.819,3.74,0.68,G
3.831,3.74,0.64,G
3.834,3.74,0.63,G
3.816,3.74,0.69,G
3.816,3.74,0.69,G
3.816,3.74,0.69,G
3.844,3.75,0.6,F
3.816,3.75,0.69,G
3.816,3.75,0.69,G
3.816,3.75,0.69,G
3.841,3.75,0.61,F
3.837,3.76,0.62,G
3.834,3.76,0.63,G
3.834,3.77,0.63,G
3.813,3.77,0.7,G
3.813,3.77,0.7,G
3.813,3.77,0.7,G
3.834,3.77,0.63,G
3.806,3.78,0.72,G
3.803,3.78,0.73,G
3.85,3.79,0.58,F
3.803,3.79,0.73,G
3.831,3.79,0.64,G
3.828,3.79,0.65,G
3.822,3.8,0.67,G
3.822,3.8,0.67,G
3.822,3.8,0.67,G
3.819,3.8,0.68,G
3.819,3.8,0.68,G
3.819,3.8,0.68,G
3.803,3.8,0.73,G
3.819,3.8,0.68,G
3.819,3.8,0.68,G
3.819,3.8,0.68,G
3.834,3.82,0.63,G
3.795,3.82,0.76,G
3.816,3.83,0.69,G
3.816,3.83,0.69,G
3.816,3.83,0.69,G
3.822,3.83,0.67,G
3.822,3.83,0.67,G
3.822,3.83,0.67,G
3.837,3.84,0.62,G
3.825,3.84,0.66,G
3.834,3.85,0.63,G
3.813,3.85,0.7,G
3.813,3.85,0.7,G
3.813,3.85,0.7,G
3.813,3.85,0.7,G
3.813,3.85,0.7,G
3.813,3.85,0.7,G
3.816,3.86,0.69,G
3.816,3.86,0.69,G
3.816,3.86,0.69,G
3.837,3.86,0.62,G
3.786,3.87,0.8,G
3.8,3.87,0.74,G
3.795,3.87,0.76,G
3.834,3.88,0.63,G
3.819,3.88,0.68,G
3.819,3.88,0.68,G
3.819,3.88,0.68,G
3.837,3.88,0.62,G
3.782,3.88,0.82,G
3.831,3.88,0.64,G
3.813,3.88,0.7,G
3.813,3.88,0.7,G
3.813,3.88,0.7,G
3.782,3.88,0.82,G
3.841,3.89,0.61,G
3.822,3.89,0.67,G
3.813,3.9,0.7,G
3.813,3.9,0.7,G
3.813,3.9,0.7,G
3.822,3.9,0.67,G
3.813,3.9,0.7,G
3.813,3.9,0.7,G
3.813,3.9,0.7,G
3.825,3.9,0.66,G
3.831,3.9,0.64,G
3.822,3.91,0.67,G
3.813,3.92,0.7,G
3.813,3.92,0.7,G
3.813,3.92,0.7,G
3.793,3.93,0.77,G
3.816,3.93,0.69,G
3.816,3.93,0.69,G
3.816,3.93,0.69,G
3.793,3.93,0.77,G
3.834,3.93,0.63,G
3.825,3.93,0.66,G
3.806,3.93,0.72,G
3.806,3.93,0.72,G
3.806,3.93,0.72,G
3.813,3.93,0.7,G
3.813,3.93,0.7,G
3.813,3.93,0.7,G
3.8,3.94,0.74,G
3.816,3.95,0.69,G
3.816,3.95,0.69,G
3.816,3.95,0.69,G
3.806,3.95,0.72,G
3.806,3.95,0.72,G
3.806,3.95,0.72,G
3.791,3.95,0.78,G
3.791,3.95,0.78,G
3.822,3.95,0.67,G
3.798,3.95,0.75,G
3.819,3.95,0.68,G
3.813,3.96,0.7,G
3.813,3.96,0.7,G
3.813,3.96,0.7,G
3.806,3.96,0.72,G
3.806,3.96,0.72,G
3.806,3.96,0.72,G
3.841,3.96,0.61,G
3.809,3.96,0.71,G
3.809,3.96,0.71,G
3.809,3.96,0.71,G
3.828,3.96,0.65,G
3.831,3.97,0.64,G
3.78,3.97,0.83,G
3.831,3.97,0.64,G
3.828,3.97,0.65,G
3.757,3.97,0.93,G
3.786,3.98,0.8,G
3.795,3.98,0.76,G
3.777,4.0,0.84,G
3.793,4.01,0.77,G
3.825,4.01,0.66,G
3.819,4.01,0.68,G
3.809,4.01,0.71,G
3.809,4.01,0.71,G
3.809,4.01,0.71,G
3.816,4.02,0.69,G
3.816,4.03,0.69,G
3.798,4.03,0.75,G
3.798,4.03,0.75,G
3.798,4.03,0.75,G
3.841,4.03,0.61,G
3.822,4.03,0.67,G
3.854,4.04,0.57,F
3.806,4.04,0.72,G
3.806,4.04,0.72,G
3.806,4.04,0.72,G
3.825,4.04,0.66,G
3.793,4.04,0.77,G
3.803,4.06,0.73,G
3.803,4.06,0.73,G
3.803,4.06,0.73,G
3.714,4.06,1.13,K
3.806,4.06,0.72,G
3.806,4.06,0.72,G
3.806,4.06,0.72,G
3.825,4.06,0.66,G
3.78,4.06,0.83,G
3.803,4.07,0.73,G
3.803,4.07,0.73,G
3.803,4.07,0.73,G
3.809,4.07,0.71,G
3.809,4.07,0.71,G
3.809,4.07,0.71,G
3.806,4.07,0.72,G
3.806,4.07,0.72,G
3.806,4.07,0.72,G
3.831,4.07,0.64,G
3.786,4.08,0.8,G
3.816,4.08,0.69,G
3.809,4.08,0.71,G
3.809,4.08,0.71,G
3.809,4.08,0.71,G
3.803,4.08,0.73,G
3.803,4.08,0.73,G
3.803,4.08,0.73,G
3.809,4.09,0.71,G
3.825,4.09,0.66,G
3.798,4.09,0.75,G
3.798,4.09,0.75,G
3.798,4.09,0.75,G
3.828,4.09,0.65,G
3.803,4.09,0.73,G
3.803,4.09,0.73,G
3.803,4.09,0.73,G
3.828,4.09,0.65,G
3.798,4.1,0.75,G
3.798,4.1,0.75,G
3.798,4.1,0.75,G
3.806,4.1,0.72,G
3.806,4.1,0.72,G
3.806,4.1,0.72,G
3.786,4.1,0.8,G
3.813,4.1,0.7,G
3.819,4.1,0.68,G
3.816,4.11,0.69,G
3.822,4.12,0.67,G
3.784,4.12,0.81,G
3.798,4.12,0.75,G
3.798,4.12,0.75,G
3.798,4.12,0.75,G
3.828,4.12,0.65,G
3.819,4.12,0.68,G
3.806,4.13,0.72,G
3.806,4.13,0.72,G
3.806,4.13,0.72,G
3.803,4.14,0.73,G
3.803,4.14,0.73,G
3.803,4.14,0.73,G
3.789,4.14,0.79,G
3.798,4.14,0.75,G
3.798,4.14,0.75,G
3.798,4.14,0.75,G
3.809,4.14,0.71,G
3.791,4.14,0.78,G
3.806,4.16,0.72,G
3.8,4.16,0.74,G
3.8,4.16,0.74,G
3.8,4.16,0.74,G
3.806,4.17,0.72,G
3.813,4.17,0.7,G
3.803,4.17,0.73,G
3.803,4.17,0.73,G
3.803,4.17,0.73,G
3.825,4.17,0.66,G
3.786,4.18,0.8,G
3.795,4.19,0.76,G
3.795,4.19,0.76,G
3.795,4.19,0.76,G
3.791,4.19,0.78,G
3.791,4.19,0.78,G
3.791,4.19,0.78,G
3.791,4.19,0.78,G
3.791,4.19,0.78,G
3.791,4.19,0.78,G
3.816,4.19,0.69,G
3.798,4.19,0.75,G
3.798,4.19,0.75,G
3.798,4.19,0.75,G
3.78,4.19,0.83,G
3.791,4.19,0.78,G
3.791,4.19,0.78,G
3.791,4.19,0.78,G
3.789,4.2,0.79,G
3.789,4.2,0.79,G
3.789,4.2,0.79,G
3.825,4.21,0.66,G
3.795,4.21,0.76,G
3.795,4.21,0.76,G
3.795,4.21,0.76,G
3.793,4.21,0.77,G
3.793,4.21,0.77,G
3.793,4.21,0.77,G
3.791,4.21,0.78,G
3.791,4.21,0.78,G
3.791,4.21,0.78,G
3.793,4.21,0.77,G
3.793,4.21,0.77,G
3.793,4.21,0.77,G
3.8,4.21,0.74,G
3.8,4.21,0.74,G
3.8,4.21,0.74,G
3.793,4.21,0.77,G
3.793,4.21,0.77,G
3.793,4.21,0.77,G
3.803,4.22,0.73,G
3.777,4.22,0.84,G
3.793,4.22,0.77,G
3.793,4.22,0.77,G
3.793,4.22,0.77,G
3.809,4.22,0.71,G
3.822,4.22,0.67,G
3.816,4.23,0.69,G
3.8,4.23,0.74,G
3.8,4.23,0.74,G
3.8,4.23,0.74,G
3.816,4.23,0.69,G
3.809,4.24,0.71,G
3.803,4.24,0.73,G
3.789,4.24,0.79,G
3.789,4.24,0.79,G
3.789,4.24,0.79,G
3.784,4.25,0.81,G
3.819,4.25,0.68,G
3.8,4.25,0.74,G
3.8,4.25,0.74,G
3.8,4.25,0.74,G
3.791,4.26,0.78,G
3.791,4.26,0.78,G
3.791,4.26,0.78,G
3.791,4.26,0.78,G
3.791,4.26,0.78,G
3.791,4.26,0.78,G
3.809,4.27,0.71,G
3.789,4.28,0.79,G
3.789,4.28,0.79,G
3.789,4.28,0.79,G
3.777,4.28,0.84,G
3.793,4.28,0.77,G
3.793,4.28,0.77,G
3.793,4.28,0.77,G
3.789,4.28,0.79,G
3.789,4.28,0.79,G
3.789,4.28,0.79,G
3.798,4.29,0.75,G
3.798,4.29,0.75,G
3.798,4.29,0.75,G
3.784,4.29,0.81,G
3.784,4.29,0.81,G
3.768,4.29,0.88,G
3.806,4.29,0.72,G
3.798,4.29,0.75,G
3.798,4.29,0.75,G
3.798,4.29,0.75,G
3.798,4.3,0.75,G
3.798,4.3,0.75,G
3.798,4.3,0.75,G
3.789,4.3,0.79,G
3.789,4.3,0.79,G
3.789,4.3,0.79,G
3.798,4.3,0.75,G
3.798,4.3,0.75,G
3.798,4.3,0.75,G
3.8,4.31,0.74,G
3.793,4.31,0.77,G
3.793,4.31,0.77,G
3.793,4.31,0.77,G
3.773,4.31,0.86,G
3.803,4.31,0.73,G
3.775,4.32,0.85,G
3.798,4.32,0.75,G
3.777,4.32,0.84,G
3.803,4.32,0.73,G
3.793,4.32,0.77,G
3.793,4.32,0.77,G
3.793,4.32,0.77,G
3.803,4.32,0.73,G
3.761,4.33,0.91,G
3.803,4.33,0.73,G
3.813,4.33,0.7,G
3.8,4.33,0.74,G
3.806,4.33,0.72,G
3.782,4.34,0.82,G
3.786,4.35,0.8,G
3.786,4.35,0.8,G
3.786,4.35,0.8,G
3.764,4.35,0.9,G
3.806,4.36,0.72,G
3.777,4.36,0.84,G
3.793,4.36,0.77,G
3.793,4.36,0.77,G
3.793,4.36,0.77,G
3.784,4.36,0.81,G
3.784,4.36,0.81,G
3.784,4.36,0.81,G
3.786,4.36,0.8,G
3.786,4.36,0.8,G
3.786,4.36,0.8,G
3.806,4.37,0.72,G
3.791,4.37,0.78,G
3.791,4.37,0.78,G
3.791,4.37,0.78,G
