Seq,SIMBAD_ID,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,L,eL1,eL2,Meta,eMeta1,eMeta2,logg,elogg1,elogg2,rho,erho1,erho2,cutoff,class,type,pla,catalog,e_M,e_R,e_Teff,e_L,mode,logL,logR,logT
587,KIC4914423,1.099,0.019,0.03,1.45,0.009,0.009,5845,88,88,2.256,0.115,0.119,0.131,0.072111026,0.072111026,4.155,0.004,0.004,0.360059655,0.003550884,0.003550884,3.9627187,MS,G,p,silva15,2.229299363,0.620689655,1.505560308,5.186170213,A,0.35333909531130464,0.16136800223497488,3.766784515497859
544,KIC3942719,1.099,0.059506302,0.056797887,2.107,0.056364883,0.055461698,5736,65,65,4.016,0.104548159,0.104548159,-0.364,0.101,0.101,3.83,0.010440307,0.010440307,0.1172,0.004591488,0.004578428,4.0341682,PMS,G,,serenelli17,5.291364398,2.653692007,1.133193863,2.603290821,A,0.6037937041369629,0.3236645356081002,3.758609142659744
848,KIC9119139,1.098,0.055901699,0.055901699,1.753,0.076902536,0.071063352,5475,74,74,2.943,0.266231259,0.266231259,0.2,0.1,0.1,3.99,0.025317978,0.026305893,0.2031,0.019759942,0.01926617,4.2052537,PMS,G,,serenelli17,5.091229457,4.220361886,1.351598174,9.046254143,A,0.46879026209961094,0.2437819160937949,3.738384123512156
514,KIC3329196,1.098,0.152108514,0.136124943,2.845,0.168133875,0.156604598,5161,65,65,4.964,0.48421151,0.48421151,-0.313,0.101,0.101,3.57,0.020396078,0.02236068,0.04759,0.003378431,0.003268226,4.4110807,PMS,K,,serenelli17,13.12538509,5.707178785,1.259445844,9.754462338,A,0.6958317728266923,0.45408227073109003,3.7127338590699517
278,XY_UMa A,1.097,0.073,0.073,1.161,0.02,0.02,5200,7,7,0.885,0.031,0.03,,,,4.340542188,0.032543893,0.032543893,,,,4.3855162,MS,G,,eker14,6.654512306,1.722652885,0.134615385,3.446327684,EB,-0.05305672930217456,0.06483221973857385,3.716003343634799
649,KIC6047087,1.096,0.061587336,0.06074537,1.315,0.027730849,0.026832816,6189,61,61,2.129,0.17638538,0.17638538,-0.188,0.1,0.1,4.239,0.011661904,0.011661904,0.4817,0.013554088,0.013902705,3.7372267,MS,F,,serenelli17,5.580871649,2.074664068,0.985619648,8.284893367,A,0.32817566143832255,0.11892575282577665,3.791620482692814
740,KIC7680114,1.096,0.050990195,0.043908997,1.409,0.022803509,0.021260292,5800,56,56,2.222,0.200872573,0.200872573,0.058,0.1,0.1,4.179,0.008062258,0.007211103,0.3914,0.005526077,0.005518556,3.9922162,MS,G,,serenelli17,4.329342698,1.563655079,0.965517241,9.0401698,A,0.3467440546048488,0.14891099310935643,3.7634279935629373
831,KIC8940939,1.095,0.086313383,0.065802736,1.458,0.056356011,0.048548944,6343,58,58,5.227,0.440074512,0.440074512,-0.402,0.1,0.1,4.149,0.014142136,0.014142136,0.3518,0.02042769,0.020589454,3.6362797,MS,F,,serenelli17,6.945941462,3.597563635,0.91439382,8.419256022,A,0.7182525000977505,0.1637575239819558,3.802294711397464
68,ER_Vul A,1.093,0.07,0.07,1.161,0.06,0.06,6000,52,52,1.567,0.191,0.191,,,,4.338955722,0.052806962,0.052806962,,,,3.8611162,MS,F,,eker14,6.404391583,5.167958656,0.866666667,12.18889598,EB,0.1950689964685901,0.06483221973857385,3.7781512503836434
805,KIC8516041,1.09,0.13,0.12,1.3,0.06,0.06,6214,65,65,2.381,0.22232026,0.22232026,0.18,0.15,0.15,4.246,0.018,0.019,0.4945,0.028,0.0278,3.7208392,MS,F,,C14sdss,11.46788991,4.615384615,1.046025105,9.337264184,A,0.37675939540487985,0.11394335230683679,3.7933712489189557
748,KIC7833440,1.09,0.057982756,0.057140179,1.654,0.034885527,0.034885527,6327,59,59,3.976,0.34656281,0.34656281,-0.467,0.103,0.103,4.038,0.012083046,0.012083046,0.2408,0.007917206,0.007853804,3.6467677,MS,F,,serenelli17,5.280868558,2.109161251,0.932511459,8.716368452,A,0.5994463757252757,0.21853550521652784,3.801197834459149
451,KIC11722551,1.09,0.07,0.07,2.2,0.06,0.06,4997,78,78,3.083,0.298607125,0.298607125,0.41,0.1,0.1,3.791,0.008,0.008,0.1028,0.0028,0.0028,4.5185827,PMS,K,,C14sdss,6.422018349,2.727272727,1.560936562,9.685602485,A,0.4889735247265083,0.3424226808222063,3.698709349442587
590,KIC4918355,1.09,0.09,0.08,3.01,0.09,0.09,5003,70,70,5.212,0.516652167,0.516652167,-0.06,0.15,0.1,3.519,0.008,0.008,0.0401,0.0009,0.0009,4.5146497,PMS,K,,C14sdss,7.798165138,2.990033223,1.399160504,9.912743044,A,0.717004407040547,0.47856649559384334,3.699230502883409
610,KIC5390438,1.09,0.100687636,0.087281155,3.511,0.139014388,0.125574679,4814,64,64,7.315,0.770550623,0.770550623,0.186,0.1,0.1,3.384,0.008246211,0.008246211,0.02515,0.000858944,0.000878115,4.6385392,PMS,K,,serenelli17,8.622421591,3.76800152,1.329455754,10.53384311,A,0.8642143304613297,0.5454308294653513,3.682506085939011
585,KIC4842436,1.089,0.060440053,0.062008064,1.57,0.056920998,0.054083269,5688,63,63,2.791,0.254711365,0.254711365,0.139,0.1,0.1,4.082,0.023769729,0.023769729,0.2807,0.021856448,0.020699061,4.0656322,MS,G,,serenelli17,5.622043936,3.535167739,1.107594937,9.126168583,A,0.44575983648863104,0.19589965240923377,3.75495958772171
815,KIC8677016,1.081,0.064007812,0.06226556,1.324,0.032202484,0.031304952,6248,75,75,3.585,0.402598294,0.402598294,-0.27,0.101,0.101,4.227,0.013928388,0.013928388,0.4648,0.017554561,0.01887994,3.6985522,MS,F,,serenelli17,5.840581514,2.398317072,1.200384123,11.23007792,A,0.5544891600038189,0.12188798510368115,3.7957410208692437
311,EPIC206088888,1.08,0.06,0.06,1.3,0.03,0.03,5965,71,71,2.132,0.179668843,0.179668843,-0.02,0.08,0.08,4.242,0.012,0.012,0.491442369,0.019884951,0.019884951,3.8840587,MS,G,,lund16,5.555555556,2.307692308,1.190276614,8.427244047,A,0.3287872003545347,0.11394335230683679,3.775610448006361
296,EPIC204506926,1.08,0.05,0.05,1.41,0.02,0.02,5705,78,78,2.374,0.207373528,0.207373528,0.38,0.08,0.08,4.172,0.013,0.013,0.385626021,0.017044244,0.017044244,4.0544887,MS,G,,lund16,4.62962963,1.418439716,1.367221735,8.735194952,A,0.3754807146185724,0.14921911265537988,3.7562556487542333
618,KIC5513648,1.08,0.07,0.07,1.47,0.06,0.06,5904,85,85,,,,-0.052,0.072111026,0.072111026,,,,0.33875435,0.031957958,0.031957958,3.9240442,MS,G,p,huber13,6.481481481,4.081632653,1.439701897,100.0,A,,0.1673173347481761,3.7711463488149852
440,KIC11512246,1.08,0.08,0.08,1.55,0.05,0.05,5828,100,100,2.361,0.219502804,0.219502804,-0.09,0.072111026,0.072111026,,,,0.291172502,0.016334067,0.016334067,3.9738622,MS,G,p,huber13,7.407407407,3.225806452,1.715854496,9.297026838,A,0.37309598707872704,0.1903316981702915,3.7655195430979527
437,KIC11502597,1.08,0.19,0.11,1.61,0.11,0.07,5798,59,59,2.332,0.208250395,0.208250395,-0.1,0.15,0.1,4.061,0.012,0.012,0.2599,0.0123,0.0119,3.9935272,MS,G,,C14sdss,13.88888889,5.590062112,1.017592273,8.930119858,A,0.36772854608697647,0.20682587603184974,3.763278211018979
449,KIC11713510,1.08,0.04472136,0.042059482,1.62,0.028284271,0.027586228,5941,58,58,2.86,0.258193921,0.258193921,-0.143,0.1,0.1,4.052,0.006708204,0.006708204,0.2541,0.004823725,0.00485684,3.8997907,MS,G,,serenelli17,4.017631539,1.724398139,0.976266622,9.027759486,A,0.456366033129043,0.20951501454263097,3.773859552376687
671,KIC6442183,1.08,0.05,0.05,1.71,0.03,0.03,5760,84,84,2.577,0.22061138,0.22061138,-0.11,0.09,0.09,4.006,0.009,0.008,0.2168,0.004,0.004,4.0184362,MS,G,,C14bruntt,4.62962963,1.754385965,1.458333333,8.560783093,A,0.41111441855090475,0.23299611039215382,3.760422483423212
224,V432_Aur B,1.079,0.005,0.005,1.224,0.007,0.007,6685,85,85,2.685,0.146,0.146,-0.6,0.05,0.05,4.296,0.005,0.005,,,,3.4120987,MS,F,,torres10,0.46339203,0.571895425,1.271503366,5.437616387,EB,0.42894429003557444,0.08778141780954238,3.8251014115980033
568,KIC4465324,1.079,0.079378838,0.059033889,1.388,0.037336309,0.032695565,5850,59,59,2.207,0.1928978,0.1928978,0.037,0.1,0.1,4.187,0.012083046,0.012083046,0.4036,0.013340787,0.013124477,3.9594412,MS,G,,serenelli17,6.413935452,2.522762062,1.008547009,8.740271879,A,0.34380233316165504,0.14238946611883607,3.7671558660821804
604,KIC5253542,1.077,0.061400326,0.061400326,1.191,0.026400758,0.026400758,5770,96,96,1.463,0.123674067,0.123674067,0.203,0.1,0.1,4.318,0.013,0.013,0.6374,0.022020408,0.020770221,4.0118812,MS,G,,serenelli17,5.7010516,2.216688293,1.663778163,8.453456425,A,0.16524432612531087,0.07591176148277752,3.7611758131557314
352,KIC10319352,1.077,0.062201286,0.06060528,1.483,0.02884441,0.036674242,5659,63,63,2.162,0.191534916,0.191534916,0.197,0.099,0.099,4.128,0.017464249,0.016552945,0.3303,0.022703773,0.015602852,4.0846417,MS,G,,serenelli17,5.701326205,2.208990285,1.113270896,8.859154289,A,0.3348556896172915,0.17114115102838207,3.752739693935328
240,V568_Lyr A,1.075,0.008,0.008,1.4,0.016,0.016,5665,100,100,1.811,0.143,0.143,0.28,0.05,0.05,4.178,0.01,0.01,,,,4.0807087,MS,G,,eker14,0.744186047,1.142857143,1.765225066,7.89618995,EB,0.2579184503140584,0.146128035678238,3.753199914199416
536,KIC3656476,1.075,0.040224371,0.041048752,1.316,0.018439089,0.018439089,5684,56,56,1.626,0.139089863,0.139089863,0.233,0.1,0.1,4.23,0.007211103,0.007211103,0.4711,0.005832395,0.00585626,4.0682542,MS,G,,serenelli17,3.78014522,1.401146574,0.985221675,8.554112141,A,0.21112054125804933,0.1192558892779367,3.754654069255432
589,KIC4915148,1.074,0.071386273,0.067468511,2.503,0.063150614,0.061188234,5026,75,75,3.742,0.372300324,0.372300324,0.095,0.102,0.102,3.671,0.008246211,0.008246211,0.0685,0.001157914,0.001160725,4.4995732,PMS,K,,serenelli17,6.464375436,2.4837964,1.49224035,9.949233678,A,0.5731037831639911,0.39846084960822326,3.701222484256557
785,KIC8321567,1.073,0.058412327,0.057628118,1.586,0.034058773,0.034058773,5744,58,58,2.503,0.230610554,0.230610554,0.032,0.101,0.101,4.067,0.011401754,0.011401754,0.2686,0.007334697,0.007271899,4.0289242,MS,G,,serenelli17,5.407290103,2.147463602,1.009749304,9.213366108,A,0.39846084960822326,0.20030318298158503,3.759214431234244
839,KIC9026685,1.073,0.047927028,0.047927028,1.737,0.031304952,0.031304952,5618,58,58,2.913,0.281286057,0.281286057,0.007,0.1,0.1,3.988,0.009433981,0.009433981,0.2046,0.005141024,0.005193763,4.1115172,PMS,G,,serenelli17,4.466638198,1.802242469,1.03239587,9.656232657,A,0.46434048462766725,0.23979981844709866,3.749581734865559
506,KIC3102384,1.07,0.05,0.05,1.08,0.02,0.02,5739,75,75,1.149,0.116122383,0.116122383,0.28,0.072111026,0.072111026,,,,0.847240963,0.017754421,0.017754421,4.0322017,MS,G,p,huber13,4.672897196,1.851851852,1.306847883,10.1063867,A,0.060320028688285184,0.03342375548694973,3.7588362247469584
447,KIC11708273,1.07,0.18,0.12,1.56,0.09,0.07,5959,96,96,3.277,0.28619582,0.28619582,0.24,0.15,0.1,4.081,0.023,0.022,0.2814,0.0146,0.0138,3.8879917,MS,G,,C14sdss,14.01869159,5.128205128,1.611008558,8.733470242,A,0.5154764413823758,0.1931245983544616,3.775173385424787
565,KIC4446300,1.07,0.054230987,0.0560803,1.999,0.046043458,0.045221676,5410,60,60,3.139,0.29407784,0.29407784,-0.101,0.101,0.101,3.864,0.008944272,0.008944272,0.1337,0.003121636,0.003095708,4.2478612,PMS,G,,serenelli17,5.154733038,2.282769734,1.109057301,9.368519924,A,0.4967913157000424,0.30081279411811696,3.7331972651065692
304,EPIC205979004,1.07,0.06,0.06,2.22,0.06,0.06,5588,84,84,8.324,2.749200606,2.749200606,-0.35,0.08,0.08,3.777,0.014,0.014,0.09871458,0.004971238,0.004971238,4.1311822,PMS,G,,lund16,5.607476636,2.702702703,1.503221188,33.02739796,A,0.9203320715395893,0.3463529744506387,3.7472563974421442
511,KIC3223000,1.069,0.062481997,0.060959003,1.164,0.024186773,0.024186773,6198,47,47,2.195,0.187430826,0.187430826,-0.185,0.1,0.1,4.335,0.012529964,0.012529964,0.6786,0.020659087,0.021410786,3.7313272,MS,F,,serenelli17,5.77366698,2.077901482,0.758309132,8.538989773,A,0.34143452457814016,0.06595298031386965,3.792251571903264
810,KIC8574769,1.069,0.047201695,0.048010416,1.579,0.024698178,0.025553865,5437,70,70,2.378,0.218407209,0.218407209,0.341,0.1,0.1,4.069,0.008602325,0.008602325,0.2711,0.006190905,0.00623738,4.2301627,PMS,G,,serenelli17,4.453326025,1.591261645,1.28747471,9.184491539,A,0.3762118502826728,0.19838213000829422,3.735359333001711
653,KIC6106415,1.0681,0.0513,0.0399,1.2186,0.018,0.018,6037,77,77,1.765,0.121,0.112,-0.04,0.1,0.1,4.2955,0.0088,0.0088,0.592842838,0.010651232,0.011587245,3.8368627,MS,F,,silva17,4.269263178,1.477104874,1.275467948,6.600566572,A,0.24674470972384135,0.08586117378845035,3.780821175853473
345,KIC10215584,1.068,0.06060528,0.06382006,1.139,0.029068884,0.029068884,5995,57,57,1.78,0.157131504,0.157131504,-0.015,0.1,0.1,4.352,0.017088007,0.017088007,0.7201,0.037375886,0.028877022,3.8643937,MS,G,,serenelli17,5.82515636,2.5521408,0.950792327,8.827612585,A,0.250420002308894,0.05652372407910037,3.7777891874348675
421,KIC11295426,1.068,0.011,0.019,1.237,0.006,0.006,5793,74,74,1.581,0.043,0.04,0.136,0.072111026,0.072111026,4.28,0.003,0.003,0.564590583,0.003550884,0.007811945,3.9968047,MS,G,p,silva15,1.404494382,0.485044462,1.277403763,2.624920936,A,0.19893186993220904,0.09236969962912069,3.762903528499057
597,KIC5094751,1.068,0.04,0.04,1.339,0.015,0.018,5952,75,75,2.04,0.124,0.112,-0.017,0.072111026,0.072111026,4.213,0.008,0.007,0.445991052,0.005681415,0.004971238,3.8925802,MS,G,p,silva15,3.745318352,1.232262883,1.260080645,5.784313725,A,0.3096301674258988,0.12678057701200895,3.7746629225378223
786,KIC8349582,1.068,0.021,0.019,1.417,0.012,0.009,5699,74,74,1.891,0.09,0.094,0.268,0.072111026,0.072111026,4.163,0.003,0.004,0.374973368,0.004261061,0.003550884,4.0584217,MS,G,p,silva15,1.872659176,0.741002117,1.298473416,4.865150714,A,0.2766915288450397,0.1513698502474604,3.7557986569738304
549,KIC4038445,1.067,0.079605276,0.076941536,2.667,0.083671979,0.082764727,5327,69,69,4.939,0.474779088,0.474779088,-0.766,0.105,0.105,3.613,0.008544004,0.008544004,0.05619,0.00165646,0.001641888,4.3022677,PMS,G,,serenelli17,7.335839384,3.120298188,1.295288155,9.612858632,A,0.6936390261615483,0.4260230156898761,3.7264826967848297
400,KIC11027406,1.066,0.064621978,0.060926185,1.357,0.029966648,0.029068884,6250,94,94,2.054,0.177470422,0.177470422,-0.279,0.099,0.099,4.2,0.012083046,0.01118034,0.4262,0.010286677,0.009944006,3.6972412,MS,F,,serenelli17,5.888750588,2.175222249,1.504,8.640234747,A,0.31260043926125936,0.13257984765973707,3.7958800173440754
823,KIC8776961,1.065,0.053141321,0.051264022,1.676,0.034,0.034,5777,72,72,2.977,0.266738426,0.266738426,-0.126,0.1,0.1,4.017,0.008944272,0.009848858,0.2264,0.006251218,0.006153694,4.0072927,MS,G,,serenelli17,4.901659319,2.028639618,1.24632162,8.959973996,A,0.47377883464672477,0.2242740142942577,3.7617023675414125
657,KIC6145937,1.065,0.071168813,0.070228199,2.278,0.076059187,0.076059187,5391,58,58,6.04,0.55517077,0.55517077,-0.313,0.101,0.101,3.751,0.009219544,0.010198039,0.09028,0.003747424,0.00370066,4.2603157,PMS,G,,serenelli17,6.638357411,3.338858098,1.075867186,9.19156904,A,0.7810369386211319,0.3575537197430816,3.7316693318286362
768,KIC8114155,1.063,0.05964059,0.058821765,1.538,0.054083269,0.051264022,5761,60,60,2.673,0.237112105,0.237112105,0.019,0.1,0.1,4.089,0.021587033,0.022561028,0.2914,0.023437091,0.022975215,4.0177807,MS,G,,serenelli17,5.5720769,3.424814421,1.041485853,8.870636173,A,0.42699895875653726,0.18695633546541224,3.760497875226527
513,KIC3241581,1.062,0.072138755,0.072138755,1.084,0.029410882,0.029410882,5770,81,81,1.13,0.099657286,0.099657286,0.185,0.1,0.1,4.393,0.016552945,0.016552945,0.8323,0.044832336,0.033903906,4.0118812,MS,G,,serenelli17,6.792726477,2.713181028,1.403812825,8.819228809,A,0.05307844348341968,0.03502928220236815,3.7611758131557314
638,KIC5774694,1.06,0.05,0.06,1.0,0.03,0.03,5875,84,84,0.953,0.061686383,0.061686383,0.07,0.09,0.09,4.463,0.017,0.019,1.0618,0.0611,0.0614,3.9430537,MS,G,,C14bruntt,5.188679245,3.0,1.429787234,6.47286289,A,-0.02090709936167361,0.0,3.7690078709437738
300,EPIC205917956,1.06,0.11,0.11,2.56,0.12,0.12,5185,71,71,4.579,0.431715443,0.431715443,-0.35,0.08,0.08,3.664,0.012,0.012,0.063205738,0.003550884,0.003550884,4.3953487,PMS,K,,lund16,10.37735849,4.6875,1.369334619,9.428159922,A,0.6607706435276973,0.4082399653118496,3.7147487607250596
913,KIC9897838,1.06,0.09,0.08,2.6,0.09,0.08,5179,61,61,4.129,0.390234028,0.390234028,-0.4,0.15,0.1,3.633,0.009,0.009,0.0604,0.0016,0.0017,4.3992817,PMS,K,,C14sdss,8.018867925,3.269230769,1.177833559,9.451054209,A,0.6158448828747021,0.414973347970818,3.714245911017894
410,KIC11133306,1.059,0.04,0.03,1.189,0.012,0.012,5982,82,82,1.628,0.092,0.079,-0.025,0.072111026,0.072111026,4.314,0.004,0.007,0.632767559,0.005681415,0.006391592,3.8729152,MS,G,p,silva15,3.305004721,1.009251472,1.370779004,5.251842752,A,0.2116544005531824,0.0751818546186916,3.7768464086952993
654,KIC6116048,1.059,0.038275318,0.039962482,1.239,0.016401219,0.016401219,6072,49,49,1.657,0.12190772,0.12190772,-0.253,0.099,0.099,4.276,0.006403124,0.006403124,0.5572,0.00511462,0.00546133,3.8139202,MS,F,,serenelli17,3.693947159,1.323746527,0.806982872,7.357134583,A,0.21932250841933676,0.09307130637606349,3.783331762887424
364,KIC10514430,1.059,0.04,0.021,1.59,0.015,0.018,5784,98,98,2.634,0.151,0.124,-0.114,0.072111026,0.072111026,4.061,0.004,0.004,0.265606136,0.002840707,0.002840707,4.0027042,MS,G,p,silva15,2.880075543,1.037735849,1.694329184,5.220197418,A,0.420615770625765,0.2013971243204515,3.7622282842864743
428,KIC11401755,1.059,0.03,0.021,1.632,0.015,0.021,5911,66,66,2.982,0.144,0.148,-0.179,0.072111026,0.072111026,4.039,0.004,0.004,0.245721185,0.002130531,0.004261061,3.9194557,MS,G,p,silva15,2.407932011,1.102941176,1.116562341,4.896042924,A,0.4745076391169758,0.2127201544178423,3.7716609593488872
588,KIC4914923,1.0586,0.0589,0.0494,1.3566,0.024,0.024,5805,77,77,1.885,0.153,0.142,0.08,0.1,0.1,4.1965,0.0099,0.0077,0.424092039,0.006444855,0.006513742,3.9889387,MS,G,,silva17,5.115246552,1.769128704,1.326442722,7.824933687,A,0.27531135454181166,0.13245181272900336,3.7638022240745928
365,KIC10516096,1.0586,0.0494,0.0608,1.3986,0.024,0.021,5964,77,77,2.217,0.189,0.146,-0.11,0.1,0.1,4.169,0.011,0.0099,0.385592643,0.007065549,0.006645835,3.8847142,MS,G,,silva17,5.20498772,1.608751609,1.291079812,7.555254849,A,0.3457656931144882,0.14569352390422036,3.775537634780957
393,KIC10971974,1.057,0.059539903,0.058668561,1.19,0.033837849,0.032893768,6030,58,58,1.647,0.136094551,0.136094551,-0.077,0.102,0.102,4.311,0.018681542,0.018681542,0.6314,0.037921956,0.037882296,3.8414512,MS,F,,serenelli17,5.59169646,2.803849455,0.96185738,8.263178542,A,0.21669359916975436,0.07554696139253074,3.780317312140151
91,HP_Dra A,1.056,0.005,0.005,1.34,0.012,0.012,6000,150,150,2.089,0.239,0.239,,,,4.218,0.01,0.01,,,,3.8611162,MS,F,,eker14,0.473484848,0.895522388,2.5,11.4408808,EB,0.3199384399803086,0.12710479836480765,3.7781512503836434
709,KIC7106245,1.056,0.045880279,0.044922155,1.158,0.01835756,0.01835756,6074,54,54,1.575,0.133722996,0.133722996,-0.188,0.1,0.1,4.333,0.008062258,0.007211103,0.6796,0.006176617,0.006209707,3.8126092,MS,F,,serenelli17,4.299357665,1.585281498,0.889035232,8.490348927,A,0.19728055812561932,0.06370855939141737,3.7834747875822465
566,KIC4450844,1.056,0.046400431,0.047201695,1.548,0.025495098,0.025495098,5968,59,59,2.81,0.241286059,0.241286059,-0.136,0.072111026,0.072111026,4.082,0.007211103,0.007211103,0.2847,0.004578978,0.004585424,3.8820922,MS,G,p,serenelli17,4.431918841,1.646970127,0.988605898,8.586692493,A,0.4487063199050799,0.1897709563468738,3.7758288144646124
69,ER_Vul B,1.055,0.06,0.06,1.181,0.14,0.14,5883,52,52,1.5,0.473,0.473,,,,4.308752664,0.105886638,0.105886638,,,,3.9378097,MS,G,,eker14,5.687203791,11.85436071,0.883902771,31.53333333,EB,0.17609125905568124,0.07224989761351482,3.7695988483874463
113,LL_Aqr B,1.055,0.051,0.051,1.005,0.016,0.016,6200,160,160,1.34,0.163,0.163,0.02,0.04,0.04,4.457,0.01,0.01,,,,3.7300162,MS,F,,eker14,4.834123223,1.592039801,2.580645161,12.1641791,EB,0.12710479836480765,0.0021660617565076304,3.792391689498254
205,V2365_Oph B,1.055,0.01,0.01,0.934,0.004,0.004,6400,210,210,1.315,0.198,0.198,,,,4.521,0.004,0.004,,,,3.5989162,MS,F,,eker14,0.947867299,0.428265525,3.28125,15.05703422,EB,0.11892575282577665,-0.029653123769906618,3.806179973983887
846,KIC9098294,1.055,0.03992493,0.038078866,1.174,0.016124515,0.015264338,6020,51,51,1.46,0.12333343,0.12333343,-0.112,0.1,0.1,4.321,0.006708204,0.006708204,0.651,0.00549328,0.005485772,3.8480062,MS,F,,serenelli17,3.696862326,1.336833604,0.84717608,8.447495232,A,0.1643528557844371,0.06966809691159564,3.7795964912578244
767,KIC8106950,1.054,0.065192024,0.062681736,1.676,0.090443352,0.082873397,6098,63,63,3.457,0.313045757,0.313045757,-0.385,0.101,0.101,4.011,0.031064449,0.033060551,0.2223,0.026322572,0.025545025,3.7968772,MS,F,,serenelli17,6.066117639,5.17054743,1.033125615,9.055416746,A,0.5386993795424068,0.2242740142942577,3.785187420029362
246,V636_Cen A,1.052,0.005,0.005,1.024,0.004,0.004,5900,85,85,1.14,0.07,0.07,-0.2,0.08,0.08,4.444,0.004,0.004,,,,3.9266662,MS,G,,eker14,0.475285171,0.390625,1.440677966,6.140350877,EB,0.05690485133647256,0.010299956639811961,3.7708520116421442
27,BH_Vir B,1.05,0.015,0.015,1.118,0.04,0.04,5500,200,200,1.028,0.199,0.199,,,,4.354305692,0.03168979,0.03168979,,,,4.1888662,MS,G,,eker14,1.428571429,3.577817531,3.636363636,19.35797665,EB,0.011993114659256938,0.04844180355040453,3.7403626894942437
477,KIC12069424,1.0491,0.019,0.0209,1.2156,0.012,0.012,5825,50,50,1.531,0.072,0.07,0.1,0.03,0.03,4.2867,0.0066,0.0066,0.58224771,0.011119949,0.012028265,3.9758287,MS,G,,silva17,1.901629969,0.987166831,0.858369099,4.637491835,A,0.18497519069826102,0.08479069140790527,3.7652959296980564
104,Kepler-34A,1.0479,0.0033,0.003,1.1618,0.0027,0.0031,5913,130,130,1.49,0.13,0.13,-0.07,0.15,0.15,4.3284,0.0021,0.0021,,,,3.9181447,MS,G,p,welsh12,0.300601202,0.24961267,2.198545578,8.724832215,EB,0.17318626841227402,0.0651313721402099,3.771807878999106
49,CV_Boo A,1.045,0.013,0.013,1.269,0.023,0.023,5760,150,150,1.592,0.198,0.198,,,,4.249,0.016,0.016,,,,4.0184362,MS,G,,eker14,1.244019139,1.812450749,2.604166667,12.43718593,EB,0.20194306340165025,0.10346162209470475,3.760422483423212
927,HD190360,1.04,0.059,0.059,1.061,0.013,0.013,5781,37,37,1.127,0.019,0.019,0.2,0.1,0.1,,,,,,,4.0046707,MS,G,p,ligi16,5.673076923,1.225259189,0.640027677,1.685891748,I,0.05192391604610654,0.025715383901340642,3.7620029693751156
473,KIC12055375,1.04,0.16,0.12,1.54,0.1,0.08,5991,75,75,2.481,0.210149961,0.210149961,-0.34,0.2,0.1,4.081,0.025,0.026,0.2845,0.0246,0.0235,3.8670157,MS,G,,C14sdss,13.46153846,5.844155844,1.251877817,8.470373288,A,0.3946267642722091,0.18752072083646307,3.777499319590365
521,KIC3437637,1.039,0.061326992,0.06041523,2.01,0.0718401,0.068963759,5483,58,58,3.825,0.351216261,0.351216261,-0.255,0.102,0.102,3.847,0.016278821,0.017262677,0.1277,0.008330658,0.008291462,4.2000097,PMS,G,,serenelli17,5.858624749,3.502583553,1.057815065,9.182124477,A,0.5826314394896365,0.30319605742048883,3.739018245883481
45,CN_Lyn A,1.038,0.02,0.02,1.799,0.21,0.21,6500,250,250,5.188,2.006,2.006,,,,3.94,0.1,0.1,,,,3.5333662,MS,F,,eker14,1.926782274,11.67315175,3.846153846,38.66615266,EB,0.7149999674120424,0.25503116334555137,3.8129133566428557
46,CN_Lyn B,1.038,0.02,0.02,1.839,0.24,0.24,6455,260,260,5.272,2.331,2.331,,,,3.93,0.11,0.11,,,,3.5628637,MS,F,,eker14,1.926782274,13.05057096,4.02788536,44.21471927,EB,0.7219754015859534,0.2645817292380775,3.809896246602439
746,KIC7799430,1.038,0.079246451,0.073348483,2.693,0.079429214,0.076485293,5120,66,66,4.657,0.459168031,0.459168031,-0.159,0.101,0.101,3.593,0.009219544,0.009219544,0.05314,0.001105333,0.001103341,4.4379562,PMS,K,,serenelli17,7.350430362,2.89481074,1.2890625,9.859738703,A,0.6681062379327313,0.43023635341151045,3.709269960975831
830,KIC8938364,1.037,0.048795492,0.049497475,1.376,0.023430749,0.023430749,5965,62,62,1.866,0.164602039,0.164602039,-0.18,0.1,0.1,4.176,0.00781025,0.00781025,0.3973,0.005094927,0.004994263,3.8840587,MS,G,,serenelli17,4.73929442,1.702816063,1.039396479,8.821116751,A,0.2709116394104812,0.13861843389949247,3.775610448006361
623,KIC5543462,1.033,0.061294372,0.058821765,1.298,0.057974132,0.053160135,6246,54,54,2.252,0.188741772,0.188741772,-0.372,0.102,0.102,4.224,0.029274562,0.030265492,0.4679,0.059412539,0.045365043,3.6998632,MS,F,,serenelli17,5.813946581,4.280981032,0.864553314,8.381073372,A,0.3525683861793086,0.11327469246435044,3.7956019798941796
306,EPIC206009487,1.03,0.05,0.05,1.49,0.04,0.04,5926,71,71,1.949,0.164977136,0.164977136,-0.24,0.08,0.08,4.101,0.012,0.012,0.3096371,0.012783183,0.012783183,3.9096232,MS,G,,lund16,4.854368932,2.684563758,1.198110024,8.464706811,A,0.28981183911762143,0.17318626841227402,3.772761647144032
92,HP_Dra B,1.024,0.007,0.007,1.028,0.01,0.01,5895,150,150,1.146,0.134,0.134,,,,4.433,0.011,0.011,,,,3.9299437,MS,G,,eker14,0.68359375,0.972762646,2.544529262,11.69284468,EB,0.05918461763137114,0.011993114659256938,3.770483809431108
